cost_bps,ann_return,ann_vol,raw_sharpe,excess_sharpe,sortino,max_drawdown,boot_sharpe_low,boot_sharpe_high
10,0.12250581189641796,0.12371574037595713,1.0010045446004603,0.6493541387811542,1.5135198081219554,-0.06534198076613373,0.12271156609940284,2.1136193503454432
20,0.1203903665962276,0.12362644205014699,0.9861058244951327,0.6340085265736998,1.4799505127757595,-0.06580159385680708,0.11117794385472728,2.096148754782685
50,0.11406351686599714,0.1233617508948241,0.9412557973760113,0.5878253763425422,1.308566111211381,-0.06717980685649927,0.05034807975548797,2.0437174896488832
100,0.10358348834563058,0.12293134694233496,0.8660007956776679,0.510374827426218,1.1427030393707416,-0.06947474094822602,-0.03727267728576224,1.9556268961027008
