strategy,n_periods,periods_per_year,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,hit_rate,average_exposure,risk_off_periods,risk_off_ratio
gross_return,24,6,0.5996691859789636,0.12462451137429142,0.12380557075216872,0.6637673075436611,1.2368547434311352,-0.06488226329673896,0.5833333333333334,0.9083333333333332,7,0.2916666666666667
net_return,24,6,0.5876486306803206,0.1225058118964184,0.12371574037595716,0.6486387772932456,1.197342763922754,-0.06534198076613362,0.5833333333333334,0.9083333333333332,7,0.2916666666666667
